Title,Artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot_song,cluster
I'm In Love With You,The 1975 ,12g9IeQzX7xECLNxz8dpb5,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,audio_features,spotify:track:12g9IeQzX7xECLNxz8dpb5,https://api.spotify.com/v1/tracks/12g9IeQzX7xECLNxz8dpb5,https://api.spotify.com/v1/audio-analysis/12g9IeQzX7xECLNxz8dpb5,262624,4,0,4
Around the World,Daft Punk ,1pKYYY0dkg23sQQXi0Q5zN,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,audio_features,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/tracks/1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/audio-analysis/1pKYYY0dkg23sQQXi0Q5zN,429533,4,0,4
Outside (Better Days),Blueface ,26BMsCXJpD7eYtP7ufhApC,0.67,0.424,9,-14.297,0,0.292,0.333,0.0,0.112,0.743,77.685,audio_features,spotify:track:26BMsCXJpD7eYtP7ufhApC,https://api.spotify.com/v1/tracks/26BMsCXJpD7eYtP7ufhApC,https://api.spotify.com/v1/audio-analysis/26BMsCXJpD7eYtP7ufhApC,148715,4,0,0
LET GO,Central Cee ,3zkyus0njMCL6phZmNNEeN,0.735,0.449,2,-9.933,0,0.383,0.859,0.0,0.213,0.514,146.016,audio_features,spotify:track:3zkyus0njMCL6phZmNNEeN,https://api.spotify.com/v1/tracks/3zkyus0njMCL6phZmNNEeN,https://api.spotify.com/v1/audio-analysis/3zkyus0njMCL6phZmNNEeN,175890,4,0,5
Good Morning,Trippie Redd ,3jKL28PBT47f9FTn9KvfwR,0.768,0.646,0,-7.436,0,0.102,0.553,7.82e-06,0.218,0.598,143.046,audio_features,spotify:track:3jKL28PBT47f9FTn9KvfwR,https://api.spotify.com/v1/tracks/3jKL28PBT47f9FTn9KvfwR,https://api.spotify.com/v1/audio-analysis/3jKL28PBT47f9FTn9KvfwR,201381,4,0,5
Don't Go Yet,Camila Cabello ,1058fW9H3fZA6QjYCdOBad,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108,audio_features,spotify:track:1058fW9H3fZA6QjYCdOBad,https://api.spotify.com/v1/tracks/1058fW9H3fZA6QjYCdOBad,https://api.spotify.com/v1/audio-analysis/1058fW9H3fZA6QjYCdOBad,164842,4,0,2
RING THE ALARM,Joey Bada$$ ,1vpQmfAJWRAFsvBHtAy0d9,0.51,0.907,2,-4.239,1,0.441,0.244,0.0,0.133,0.521,93.442,audio_features,spotify:track:1vpQmfAJWRAFsvBHtAy0d9,https://api.spotify.com/v1/tracks/1vpQmfAJWRAFsvBHtAy0d9,https://api.spotify.com/v1/audio-analysis/1vpQmfAJWRAFsvBHtAy0d9,260122,4,0,6
I Think She Like Me,Rick Ross ,5V1QsNSEDF7YmNBhSKhE75,0.629,0.7,2,-6.212,1,0.264,0.0084,0.0,0.118,0.153,85.814,audio_features,spotify:track:5V1QsNSEDF7YmNBhSKhE75,https://api.spotify.com/v1/tracks/5V1QsNSEDF7YmNBhSKhE75,https://api.spotify.com/v1/audio-analysis/5V1QsNSEDF7YmNBhSKhE75,242373,4,0,0
Issues,PnB Rock ,1ysDVWxBj5Set0fA05TcyP,0.655,0.642,9,-6.758,1,0.0729,0.203,2.3e-05,0.11,0.208,83.974,audio_features,spotify:track:1ysDVWxBj5Set0fA05TcyP,https://api.spotify.com/v1/tracks/1ysDVWxBj5Set0fA05TcyP,https://api.spotify.com/v1/audio-analysis/1ysDVWxBj5Set0fA05TcyP,232857,4,0,0
What My World Spins Around,Jordan Davis ,6vjZxvzdAeHp7jv3R398Xm,0.686,0.733,2,-6.483,1,0.0401,0.111,0.0,0.153,0.7,124.882,audio_features,spotify:track:6vjZxvzdAeHp7jv3R398Xm,https://api.spotify.com/v1/tracks/6vjZxvzdAeHp7jv3R398Xm,https://api.spotify.com/v1/audio-analysis/6vjZxvzdAeHp7jv3R398Xm,186800,4,0,4
Finesse Out The Gang Way,Lil Durk ,61FfbHfk4qT8ZzNA5dqN9j,0.736,0.887,1,-4.159,0,0.124,0.218,0.0,0.101,0.495,100.501,audio_features,spotify:track:61FfbHfk4qT8ZzNA5dqN9j,https://api.spotify.com/v1/tracks/61FfbHfk4qT8ZzNA5dqN9j,https://api.spotify.com/v1/audio-analysis/61FfbHfk4qT8ZzNA5dqN9j,186283,3,0,6
The Fool,Ryn Weaver ,5VF6OStYFWd5QTpxTvDXCU,0.599,0.67,5,-5.64,1,0.059,0.169,0.0,0.633,0.394,105.065,audio_features,spotify:track:5VF6OStYFWd5QTpxTvDXCU,https://api.spotify.com/v1/tracks/5VF6OStYFWd5QTpxTvDXCU,https://api.spotify.com/v1/audio-analysis/5VF6OStYFWd5QTpxTvDXCU,229307,4,0,2
Only One,Kanye West ,0j35X8cTq543QDYLOyqB8W,0.732,0.243,0,-6.023,1,0.0435,0.939,0.0,0.111,0.106,102.087,audio_features,spotify:track:0j35X8cTq543QDYLOyqB8W,https://api.spotify.com/v1/tracks/0j35X8cTq543QDYLOyqB8W,https://api.spotify.com/v1/audio-analysis/0j35X8cTq543QDYLOyqB8W,280227,4,0,6
Crack Sandwich,JID ,65dO13qYabE4LDdQmjU4p6,0.604,0.666,4,-6.505,1,0.372,0.544,0.0,0.128,0.683,93.542,audio_features,spotify:track:65dO13qYabE4LDdQmjU4p6,https://api.spotify.com/v1/tracks/65dO13qYabE4LDdQmjU4p6,https://api.spotify.com/v1/audio-analysis/65dO13qYabE4LDdQmjU4p6,297668,4,0,6
End of the World,Kelsea Ballerini ,0jYywBNudHir22epdzJYhb,0.597,0.708,4,-6.32,1,0.0357,0.187,3.94e-06,0.108,0.401,107.036,audio_features,spotify:track:0jYywBNudHir22epdzJYhb,https://api.spotify.com/v1/tracks/0jYywBNudHir22epdzJYhb,https://api.spotify.com/v1/audio-analysis/0jYywBNudHir22epdzJYhb,208280,4,0,2
Selfish,PnB Rock ,2xbI8Vmyv3TkpTdywpPyNw,0.638,0.6,1,-5.84,0,0.0438,0.114,0.0,0.187,0.0399,101.981,audio_features,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,https://api.spotify.com/v1/tracks/2xbI8Vmyv3TkpTdywpPyNw,https://api.spotify.com/v1/audio-analysis/2xbI8Vmyv3TkpTdywpPyNw,245604,4,0,6
James Joint,Rihanna ,6K4Co1NQyOnoFEJMkZHkln,0.399,0.203,4,-11.649,1,0.0298,0.66,0.000163,0.27,0.405,134.202,audio_features,spotify:track:6K4Co1NQyOnoFEJMkZHkln,https://api.spotify.com/v1/tracks/6K4Co1NQyOnoFEJMkZHkln,https://api.spotify.com/v1/audio-analysis/6K4Co1NQyOnoFEJMkZHkln,72080,4,0,1
Let It Go,James Bay ,13HVjjWUZFaWilh2QUJKsP,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,audio_features,spotify:track:13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,260533,4,0,5
A Place For My Head,Linkin Park ,5rAxhWcgFng3s570sGO2F8,0.603,0.908,11,-5.254,1,0.184,0.0144,0.0,0.671,0.457,133.063,audio_features,spotify:track:5rAxhWcgFng3s570sGO2F8,https://api.spotify.com/v1/tracks/5rAxhWcgFng3s570sGO2F8,https://api.spotify.com/v1/audio-analysis/5rAxhWcgFng3s570sGO2F8,184640,4,0,1
Kickers  Monster Mash,"Bobby ""Boris"" Pickett & The Crypt",0xxZY5C9xxij3D1HkzbnfC,0.541,0.504,11,-14.191,0,0.457,0.375,0.0,0.421,0.707,68.482,audio_features,spotify:track:0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/tracks/0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/audio-analysis/0xxZY5C9xxij3D1HkzbnfC,192040,4,0,0
Louder than bombs,BTS ,4Aw8n6r2vuU0KUo1a2nftp,0.643,0.667,0,-6.947,0,0.151,0.0432,0.0,0.0904,0.478,145.999,audio_features,spotify:track:4Aw8n6r2vuU0KUo1a2nftp,https://api.spotify.com/v1/tracks/4Aw8n6r2vuU0KUo1a2nftp,https://api.spotify.com/v1/audio-analysis/4Aw8n6r2vuU0KUo1a2nftp,217404,4,0,5
Beggin For Thread,BANKS ,4PvD06Pmbm2rHG2JjSlElF,0.597,0.696,5,-6.196,0,0.0278,0.00101,0.0735,0.255,0.397,107.96,audio_features,spotify:track:4PvD06Pmbm2rHG2JjSlElF,https://api.spotify.com/v1/tracks/4PvD06Pmbm2rHG2JjSlElF,https://api.spotify.com/v1/audio-analysis/4PvD06Pmbm2rHG2JjSlElF,249740,4,0,2
Moon,Kanye West ,7CC6UbCs4iGsePSzFxYxNn,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,audio_features,spotify:track:7CC6UbCs4iGsePSzFxYxNn,https://api.spotify.com/v1/tracks/7CC6UbCs4iGsePSzFxYxNn,https://api.spotify.com/v1/audio-analysis/7CC6UbCs4iGsePSzFxYxNn,156091,4,0,3
The First Noel  Remastered 1999,Frank Sinatra ,6keKIzkXWdbwJWMBJQUwYl,0.176,0.153,0,-15.969,1,0.0365,0.956,0.00012,0.158,0.157,84.741,audio_features,spotify:track:6keKIzkXWdbwJWMBJQUwYl,https://api.spotify.com/v1/tracks/6keKIzkXWdbwJWMBJQUwYl,https://api.spotify.com/v1/audio-analysis/6keKIzkXWdbwJWMBJQUwYl,161373,1,0,0
Centerfold,The J. Geils Band ,1ynmMEK1fkyiZ6Z6F3ThEt,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,audio_features,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,https://api.spotify.com/v1/tracks/1ynmMEK1fkyiZ6Z6F3ThEt,https://api.spotify.com/v1/audio-analysis/1ynmMEK1fkyiZ6Z6F3ThEt,216533,4,0,2
Knocked Off,YoungBoy Never Broke Again ,7MYFKS7XpVz1JQDK38pr8N,0.752,0.653,6,-4.607,0,0.293,0.0647,0.0,0.125,0.569,165.046,audio_features,spotify:track:7MYFKS7XpVz1JQDK38pr8N,https://api.spotify.com/v1/tracks/7MYFKS7XpVz1JQDK38pr8N,https://api.spotify.com/v1/audio-analysis/7MYFKS7XpVz1JQDK38pr8N,127983,4,0,3
marjorie,Taylor Swift ,12ntTeqEeTg7GAVpe8Mhpl,0.535,0.561,5,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,audio_features,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,https://api.spotify.com/v1/tracks/12ntTeqEeTg7GAVpe8Mhpl,https://api.spotify.com/v1/audio-analysis/12ntTeqEeTg7GAVpe8Mhpl,257773,4,0,6
Chateau,Jaden ,2mbAFKj9gePjW91G1WH3sp,0.759,0.812,8,-4.257,1,0.251,0.251,0.0,0.348,0.229,139.911,audio_features,spotify:track:2mbAFKj9gePjW91G1WH3sp,https://api.spotify.com/v1/tracks/2mbAFKj9gePjW91G1WH3sp,https://api.spotify.com/v1/audio-analysis/2mbAFKj9gePjW91G1WH3sp,135880,4,0,1
TRELLAS,Bad Bunny ,09WAnxdBuebQopKhJT3oZS,0.43,0.412,2,-5.372,1,0.0281,0.2,0.0,0.324,0.0508,90.872,audio_features,spotify:track:09WAnxdBuebQopKhJT3oZS,https://api.spotify.com/v1/tracks/09WAnxdBuebQopKhJT3oZS,https://api.spotify.com/v1/audio-analysis/09WAnxdBuebQopKhJT3oZS,157673,4,0,6
Just A Cloud Away,Pharrell Williams ,0DGTcMqvVR7fmBXgiG6jz4,0.89,0.46,2,-8.155,1,0.0359,0.432,0.0,0.11,0.677,112.555,audio_features,spotify:track:0DGTcMqvVR7fmBXgiG6jz4,https://api.spotify.com/v1/tracks/0DGTcMqvVR7fmBXgiG6jz4,https://api.spotify.com/v1/audio-analysis/0DGTcMqvVR7fmBXgiG6jz4,176078,3,0,2
Pussy,Young Thug ,5ZzQZcpwW7IyhKopLuoiwn,0.808,0.756,5,-7.429,0,0.214,0.00161,9.26e-05,0.226,0.631,74.999,audio_features,spotify:track:5ZzQZcpwW7IyhKopLuoiwn,https://api.spotify.com/v1/tracks/5ZzQZcpwW7IyhKopLuoiwn,https://api.spotify.com/v1/audio-analysis/5ZzQZcpwW7IyhKopLuoiwn,141493,4,0,0
A Million Dreams,P!nk ,0oagwWkGlBoACUuKvTmqZV,0.312,0.499,7,-6.282,1,0.0397,0.272,0.0,0.0901,0.191,148.173,audio_features,spotify:track:0oagwWkGlBoACUuKvTmqZV,https://api.spotify.com/v1/tracks/0oagwWkGlBoACUuKvTmqZV,https://api.spotify.com/v1/audio-analysis/0oagwWkGlBoACUuKvTmqZV,273640,4,0,5
Perfecto,Mac Miller ,0Xcy81PsJCOO6mhLZaQyQ4,0.599,0.317,1,-11.212,1,0.174,0.748,0.0,0.111,0.203,148.09,audio_features,spotify:track:0Xcy81PsJCOO6mhLZaQyQ4,https://api.spotify.com/v1/tracks/0Xcy81PsJCOO6mhLZaQyQ4,https://api.spotify.com/v1/audio-analysis/0Xcy81PsJCOO6mhLZaQyQ4,215413,4,0,5
Little Things,Louis The Child ,52681Ivj8kgCi90Lu8B9fl,0.553,0.636,6,-4.38,1,0.152,0.189,0.0,0.0779,0.53,81.969,audio_features,spotify:track:52681Ivj8kgCi90Lu8B9fl,https://api.spotify.com/v1/tracks/52681Ivj8kgCi90Lu8B9fl,https://api.spotify.com/v1/audio-analysis/52681Ivj8kgCi90Lu8B9fl,197453,4,0,0
Yonaguni,Bad Bunny ,2JPLbjOn0wPCngEot2STUS,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,audio_features,spotify:track:2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/audio-analysis/2JPLbjOn0wPCngEot2STUS,206710,4,0,3
From The Garden,Isaiah Rashad ,3Dah4SWoWwekrG4GShaHVP,0.866,0.64,6,-6.195,0,0.413,0.000697,0.000114,0.702,0.636,142.04,audio_features,spotify:track:3Dah4SWoWwekrG4GShaHVP,https://api.spotify.com/v1/tracks/3Dah4SWoWwekrG4GShaHVP,https://api.spotify.com/v1/audio-analysis/3Dah4SWoWwekrG4GShaHVP,189307,4,0,1
Through The Motions,Lil Skies ,3XVT8VNy0vpvTbFPQaBSZN,0.697,0.618,6,-8.468,0,0.102,0.0368,0.0,0.085,0.247,161.964,audio_features,spotify:track:3XVT8VNy0vpvTbFPQaBSZN,https://api.spotify.com/v1/tracks/3XVT8VNy0vpvTbFPQaBSZN,https://api.spotify.com/v1/audio-analysis/3XVT8VNy0vpvTbFPQaBSZN,190302,4,0,3
Swim In The Light,Kid Cudi ,5cjsgbZ8tZYD4f0LNpApnf,0.357,0.377,2,-10.723,1,0.0428,0.61,0.371,0.11,0.116,165.208,audio_features,spotify:track:5cjsgbZ8tZYD4f0LNpApnf,https://api.spotify.com/v1/tracks/5cjsgbZ8tZYD4f0LNpApnf,https://api.spotify.com/v1/audio-analysis/5cjsgbZ8tZYD4f0LNpApnf,269227,3,0,3
Typa Girl,BLACKPINK ,0L8LOav65XwLjCLS11gNPD,0.915,0.621,7,-6.519,1,0.1,0.0745,0.0,0.628,0.527,131.984,audio_features,spotify:track:0L8LOav65XwLjCLS11gNPD,https://api.spotify.com/v1/tracks/0L8LOav65XwLjCLS11gNPD,https://api.spotify.com/v1/audio-analysis/0L8LOav65XwLjCLS11gNPD,179173,4,0,1
Light Me Up,RL Grime ,7srG69mgXalKVwk9DxRTHp,0.399,0.627,2,-4.074,0,0.0471,0.0732,0.0,0.0957,0.293,75.263,audio_features,spotify:track:7srG69mgXalKVwk9DxRTHp,https://api.spotify.com/v1/tracks/7srG69mgXalKVwk9DxRTHp,https://api.spotify.com/v1/audio-analysis/7srG69mgXalKVwk9DxRTHp,201600,4,0,0
Rude,MAGIC! ,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,audio_features,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840,4,0,5
Tal Vez,Eslabon Armado ,7Aiq4g8tSExAM2qUNkiHbZ,0.373,0.645,8,-8.031,1,0.0342,0.414,0.0,0.09,0.554,182.956,audio_features,spotify:track:7Aiq4g8tSExAM2qUNkiHbZ,https://api.spotify.com/v1/tracks/7Aiq4g8tSExAM2qUNkiHbZ,https://api.spotify.com/v1/audio-analysis/7Aiq4g8tSExAM2qUNkiHbZ,270668,3,0,3
HeMotions,Juice WRLD ,39HsFsNfFYZdpnQfq8lbS3,0.562,0.755,2,-7.201,1,0.26,0.672,0.0,0.106,0.333,163.936,audio_features,spotify:track:39HsFsNfFYZdpnQfq8lbS3,https://api.spotify.com/v1/tracks/39HsFsNfFYZdpnQfq8lbS3,https://api.spotify.com/v1/audio-analysis/39HsFsNfFYZdpnQfq8lbS3,187211,4,0,3
Testimony,Kodak Black ,6Gg25EZRbQd4IHiJz2KSY0,0.814,0.667,6,-4.785,0,0.36,0.0369,0.0,0.11,0.376,80.031,audio_features,spotify:track:6Gg25EZRbQd4IHiJz2KSY0,https://api.spotify.com/v1/tracks/6Gg25EZRbQd4IHiJz2KSY0,https://api.spotify.com/v1/audio-analysis/6Gg25EZRbQd4IHiJz2KSY0,240000,4,0,0
Mannequin Challenge,Young Thug ,5TnLXSd4h6G06Fbt2ApOpa,0.857,0.583,1,-7.466,0,0.086,0.0899,0.0,0.204,0.443,132.01,audio_features,spotify:track:5TnLXSd4h6G06Fbt2ApOpa,https://api.spotify.com/v1/tracks/5TnLXSd4h6G06Fbt2ApOpa,https://api.spotify.com/v1/audio-analysis/5TnLXSd4h6G06Fbt2ApOpa,162400,4,0,1
Know Better,Kevin Gates ,50prNXlssUmo8p5Agh0gHJ,0.644,0.641,7,-7.501,0,0.305,0.403,0.0,0.5,0.56,127.824,audio_features,spotify:track:50prNXlssUmo8p5Agh0gHJ,https://api.spotify.com/v1/tracks/50prNXlssUmo8p5Agh0gHJ,https://api.spotify.com/v1/audio-analysis/50prNXlssUmo8p5Agh0gHJ,207876,4,0,4
That's It,Bebe Rexha ,3w9mof4ZxG3z9huYwHFZ1i,0.783,0.361,0,-7.949,0,0.1,0.0474,0.00762,0.0861,0.413,75.0,audio_features,spotify:track:3w9mof4ZxG3z9huYwHFZ1i,https://api.spotify.com/v1/tracks/3w9mof4ZxG3z9huYwHFZ1i,https://api.spotify.com/v1/audio-analysis/3w9mof4ZxG3z9huYwHFZ1i,207090,4,0,0
XNXX,Joji ,0qpSvzE0Rws3gVZNZCf04v,0.388,0.52,2,-8.354,1,0.0593,0.257,0.185,0.113,0.196,84.851,audio_features,spotify:track:0qpSvzE0Rws3gVZNZCf04v,https://api.spotify.com/v1/tracks/0qpSvzE0Rws3gVZNZCf04v,https://api.spotify.com/v1/audio-analysis/0qpSvzE0Rws3gVZNZCf04v,127318,4,0,0
Scholarships,Drake ,0B5OTb36fzLayn6XQHg5A1,0.739,0.416,0,-9.319,0,0.285,0.0966,1.27e-05,0.1,0.259,109.168,audio_features,spotify:track:0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/tracks/0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/audio-analysis/0B5OTb36fzLayn6XQHg5A1,209288,4,0,2
Buck 50,DJ Scheme ,7nD5MiXspW533xaREDma2N,0.656,0.537,1,-6.687,1,0.0706,0.0309,0.0,0.104,0.15,144.04,audio_features,spotify:track:7nD5MiXspW533xaREDma2N,https://api.spotify.com/v1/tracks/7nD5MiXspW533xaREDma2N,https://api.spotify.com/v1/audio-analysis/7nD5MiXspW533xaREDma2N,216667,4,0,5
Die4Guy,Playboi Carti ,7rbalRuIx7sIXFHYTphE0n,0.759,0.67,1,-5.188,0,0.0589,0.00471,0.0,0.0889,0.418,148.938,audio_features,spotify:track:7rbalRuIx7sIXFHYTphE0n,https://api.spotify.com/v1/tracks/7rbalRuIx7sIXFHYTphE0n,https://api.spotify.com/v1/audio-analysis/7rbalRuIx7sIXFHYTphE0n,131248,4,0,5
Yacht Club,Lil Yachty ,5R2rsbwCDXORX2tLfprRmM,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,audio_features,spotify:track:5R2rsbwCDXORX2tLfprRmM,https://api.spotify.com/v1/tracks/5R2rsbwCDXORX2tLfprRmM,https://api.spotify.com/v1/audio-analysis/5R2rsbwCDXORX2tLfprRmM,166343,4,0,3
Jet Lag,A$AP Ferg ,2hyF1YWdX8yxExvRelT9nB,0.853,0.803,11,-3.297,1,0.292,0.0085,2.41e-05,0.104,0.433,169.957,audio_features,spotify:track:2hyF1YWdX8yxExvRelT9nB,https://api.spotify.com/v1/tracks/2hyF1YWdX8yxExvRelT9nB,https://api.spotify.com/v1/audio-analysis/2hyF1YWdX8yxExvRelT9nB,203720,4,0,3
Turnpike Ike,Rick Ross ,12NFbnTFq0EvxPsstNBSrE,0.44,0.764,0,-4.426,0,0.374,0.0193,0.0,0.204,0.127,80.049,audio_features,spotify:track:12NFbnTFq0EvxPsstNBSrE,https://api.spotify.com/v1/tracks/12NFbnTFq0EvxPsstNBSrE,https://api.spotify.com/v1/audio-analysis/12NFbnTFq0EvxPsstNBSrE,260413,1,0,0
Believe,Mumford & Sons ,4xmv6NGg9arNPmANOa4cjq,0.359,0.622,11,-7.476,0,0.0444,0.0242,0.0654,0.223,0.398,113.852,audio_features,spotify:track:4xmv6NGg9arNPmANOa4cjq,https://api.spotify.com/v1/tracks/4xmv6NGg9arNPmANOa4cjq,https://api.spotify.com/v1/audio-analysis/4xmv6NGg9arNPmANOa4cjq,221040,4,0,2
love me forever,Lil Yachty ,2WX8QMtZVO20ywltD9BoeM,0.779,0.473,5,-8.454,0,0.283,0.0924,0.0,0.104,0.273,73.918,audio_features,spotify:track:2WX8QMtZVO20ywltD9BoeM,https://api.spotify.com/v1/tracks/2WX8QMtZVO20ywltD9BoeM,https://api.spotify.com/v1/audio-analysis/2WX8QMtZVO20ywltD9BoeM,104075,4,0,0
Best Part of Me,Ed Sheeran ,0VsGaRXR5WAzpu51unJTis,0.565,0.243,2,-8.367,1,0.0317,0.758,8.82e-06,0.285,0.239,81.655,audio_features,spotify:track:0VsGaRXR5WAzpu51unJTis,https://api.spotify.com/v1/tracks/0VsGaRXR5WAzpu51unJTis,https://api.spotify.com/v1/audio-analysis/0VsGaRXR5WAzpu51unJTis,243267,4,0,0
Bang Bang,Green Day ,278Ao6KQDxWGGszv24uvhI,0.499,0.958,9,-5.417,1,0.0898,0.000326,2.19e-06,0.432,0.359,127.491,audio_features,spotify:track:278Ao6KQDxWGGszv24uvhI,https://api.spotify.com/v1/tracks/278Ao6KQDxWGGszv24uvhI,https://api.spotify.com/v1/audio-analysis/278Ao6KQDxWGGszv24uvhI,205440,4,0,4
Why You Always Hatin?,YG ,4ezAjoV01phDz1SqO6SzEU,0.925,0.355,0,-9.309,0,0.55,0.0413,0.0,0.141,0.383,92.988,audio_features,spotify:track:4ezAjoV01phDz1SqO6SzEU,https://api.spotify.com/v1/tracks/4ezAjoV01phDz1SqO6SzEU,https://api.spotify.com/v1/audio-analysis/4ezAjoV01phDz1SqO6SzEU,196587,4,0,6
Life is Beautiful,Lil Peep ,5rYpwP1dHWGVMrSZbTmt3e,0.533,0.638,10,-9.411,1,0.0636,0.0385,0.000932,0.0758,0.324,135.056,audio_features,spotify:track:5rYpwP1dHWGVMrSZbTmt3e,https://api.spotify.com/v1/tracks/5rYpwP1dHWGVMrSZbTmt3e,https://api.spotify.com/v1/audio-analysis/5rYpwP1dHWGVMrSZbTmt3e,207587,4,0,1
Three,Future ,1GkZhF14XvGoJXKW0gwVKI,0.535,0.287,7,-11.5,1,0.0368,0.237,0.205,0.0893,0.206,121.148,audio_features,spotify:track:1GkZhF14XvGoJXKW0gwVKI,https://api.spotify.com/v1/tracks/1GkZhF14XvGoJXKW0gwVKI,https://api.spotify.com/v1/audio-analysis/1GkZhF14XvGoJXKW0gwVKI,244641,4,0,4
Key to the Streets,YFN Lucci ,0bHDsbWkPSJ01adXfObBzJ,0.77,0.691,6,-5.448,0,0.111,0.122,0.0,0.113,0.292,140.059,audio_features,spotify:track:0bHDsbWkPSJ01adXfObBzJ,https://api.spotify.com/v1/tracks/0bHDsbWkPSJ01adXfObBzJ,https://api.spotify.com/v1/audio-analysis/0bHDsbWkPSJ01adXfObBzJ,281987,4,0,1
Here Comes The Sun  Remastered,The Beatles ,6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4,0,4
Poison,Aaliyah ,7M4fSXTAUQih72cf0FbMgA,0.599,0.547,1,-7.498,1,0.113,0.573,3e-06,0.155,0.425,90.271,audio_features,spotify:track:7M4fSXTAUQih72cf0FbMgA,https://api.spotify.com/v1/tracks/7M4fSXTAUQih72cf0FbMgA,https://api.spotify.com/v1/audio-analysis/7M4fSXTAUQih72cf0FbMgA,162632,4,0,6
All You Had to Do Was Stay,Ryan Adams ,7Jw1V7CzU9xvVSEONbHOD3,0.612,0.654,8,-5.882,1,0.0359,9.51e-05,1.99e-05,0.0728,0.399,130.099,audio_features,spotify:track:7Jw1V7CzU9xvVSEONbHOD3,https://api.spotify.com/v1/tracks/7Jw1V7CzU9xvVSEONbHOD3,https://api.spotify.com/v1/audio-analysis/7Jw1V7CzU9xvVSEONbHOD3,210240,4,0,4
THANKFUL,DJ Khaled ,5suOUHDyRxvWDYF5GA6dly,0.352,0.758,9,-2.491,0,0.0434,0.536,0.0,0.161,0.653,84.281,audio_features,spotify:track:5suOUHDyRxvWDYF5GA6dly,https://api.spotify.com/v1/tracks/5suOUHDyRxvWDYF5GA6dly,https://api.spotify.com/v1/audio-analysis/5suOUHDyRxvWDYF5GA6dly,338637,4,0,0
Gimme Love,Joji ,0HItcI6qN6Dr4MC3CZryQh,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,audio_features,spotify:track:0HItcI6qN6Dr4MC3CZryQh,https://api.spotify.com/v1/tracks/0HItcI6qN6Dr4MC3CZryQh,https://api.spotify.com/v1/audio-analysis/0HItcI6qN6Dr4MC3CZryQh,214558,3,0,4
You Name It! (#UNameItChallenge),DJ Suede The Remix God ,0oBjrHHxFOf5ShTtuxKIQQ,0.677,0.746,10,-4.766,0,0.184,0.0128,0.0,0.142,0.453,121.011,audio_features,spotify:track:0oBjrHHxFOf5ShTtuxKIQQ,https://api.spotify.com/v1/tracks/0oBjrHHxFOf5ShTtuxKIQQ,https://api.spotify.com/v1/audio-analysis/0oBjrHHxFOf5ShTtuxKIQQ,136648,4,0,4
